,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17
37,-84.14072910453704,-1655.6012077999449,-1541.1130244633034,-1467.4961893234656,-1937.738805775387,-26.813313841087716,991.515847587147,-1833.7523491600957,725.3979470746932,460.2078858900657,-2066.341361204237,-1496.8504987196188,635.0201772508065,-343.3009743189269,-40.269491007965854,-848.5049878869229,1010.0234444988458
38,-81.69668544270287,-1612.9167938182138,-1377.9199754259384,-1305.4020712759782,-1677.3593874362239,-55.113182412713925,877.1334735187943,-1727.7713292217873,627.5280159098135,400.12880016495563,-1961.9938059990027,-1377.0477672840796,556.1205999658417,-345.14838867502345,-39.90588857409831,-733.4267801014455,948.2354139887343
39,-81.97890339635703,-1617.1003961506365,-1380.834984215507,-1307.770646776967,-1680.7261321958001,-54.88426386636816,878.7873963414006,-1730.9240488275477,629.1184852794783,401.016083111106,-1965.4690287623544,-1379.584769610618,557.3081412268103,-345.6064180075281,-39.668024607189025,-735.9737417747041,950.2380835840984
40,-84.358093656478,-1660.415958609215,-1545.6561106434062,-1471.9145213616812,-1943.4723543955608,-27.045345359935652,994.4809187950428,-1839.6266633101047,727.3836565827816,461.51046609380336,-2072.52737346191,-1501.4800745424889,636.9445377003607,-344.508465009559,-40.504325169450034,-855.9846230502365,1016.6433022978966
41,-81.69668544270287,-1612.9167938182138,-1377.9199754259384,-1305.4020712759782,-1677.3593874362239,-55.113182412713925,877.1334735187943,-1727.7713292217873,627.5280159098135,400.12880016495563,-1961.9938059990027,-1377.0477672840796,556.1205999658417,-345.14838867502345,-39.90588857409831,-733.4267801014455,948.2354139887343
42,-86.70818432396753,-1577.8578996795814,-1273.4477032447303,-1239.2521204510106,-1591.6728850629038,-12.832374898530652,817.6593236523998,-1469.844042893702,608.7238798206383,386.7232217682246,-1750.264647300028,-1282.2367432843698,520.6336406700414,-320.2054615775866,-33.02773582366042,-686.7386270096667,874.3100176686468
43,-70.88530573558005,-1582.4524931257627,-1473.4693559518446,-1416.8962529442458,-1898.991450373318,-23.11997950880704,946.1882328891445,-1748.2698505306635,694.8820612695355,432.671770891738,-1988.9944889757896,-1438.923481865914,602.7199644032178,-336.7916853781813,-38.896176350884936,-817.881402215173,978.6673044479721
44,-15.27606419053958,-652.595201316061,-586.8375254263308,-576.2381107584024,-745.2953338727748,185.34570435040717,379.5328000485128,-711.0485333592679,272.98696570896084,178.63720615088837,-819.4100002634809,-599.5913170489346,239.10043775251108,-150.20394752178436,-14.051997795343008,-323.86044845286983,420.0706818955176
45,90.73104796480266,-1336.5528140409644,-1160.8134434182564,-1120.413552581343,-1455.7529908515432,-21.36649856644277,739.3077167008329,-1401.8114700428655,586.4912487198715,321.06702296366313,-1561.8775254969873,-1137.268823639746,467.0765043974514,-279.8968734109504,-8.890352237354527,-623.427564420266,787.2023531453406
46,-64.93696168571489,-1576.582604182342,-1342.4647185388742,-1284.8722433443659,-1651.8903020555042,-51.22706634930242,858.0219276393167,-1672.0873635523058,645.3623928293165,392.16844276735503,-1932.3214896870925,-1345.6907576093195,542.026064188692,-339.2286596600329,-30.49352445412183,-722.6542462736662,934.346958046466
47,-80.38972930240095,-1731.837201213803,-1602.7354667196041,-1540.207632294506,-2069.554092647402,-25.173395232147907,1039.1038072556594,-1891.503755582972,760.570865007484,486.15308576287765,-2174.2989253215706,-1561.233584389399,662.6491590495605,-357.1206701705229,-41.880517579779,-891.0116501630015,1061.2942355090167
